Hersteller;Name;Horizontale Aufl (Px);Vertikale Aufl (Px);Auflösung;Spektrale Empfindlichkeit;Ausgabeformate;Sensortyp;Pixelgröße (µm);Sensorgröße (mm);Sensormodel;Sensorformat;Bildfrequenz (Hz);Objektivanschluss;Shuttertyp;Dynamic Range [dB];S/N-ratio [dB];Schnittstellenkonfiguration;Schnittstelle;Sensorkonfiguration;Gehäusetyp;web-scraper-start-url;Link-href;Listenpreis [€]
Allied Vision;AV GOLDEYE G-032 SWIR TEC1 M42-MOUNT;636;508;0,3;SWIR;Mono8;InGaAs;25;21,6;null;"4/3""";100;M42;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-goldeye-g-032-swir-tec1-m42/;21900
Allied Vision;AV GOLDEYE G-033 SWIR TEC1 C-MOUNT;640;512;0,3;SWIR;Mono8;InGaAs;15;15,8;null;"1""";301;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-goldeye-g-033-swir-tec1-c-mount/;21500
Allied Vision;AV GOLDEYE G-033 SWIR TEC1 F-MOUNT;640;512;0,3;SWIR;Mono8;InGaAs;15;15,8;null;"1""";301;F-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-goldeye-g-033-swir-tec1-f-mount/;21500
Allied Vision;AV GOLDEYE G-033 SWIR TEC1 M42-MOUNT;640;512;0,3;SWIR;Mono8;InGaAs;15;15,8;null;"1""";301;M42;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-goldeye-g-033-swir-tec1-m42-mount/;21500
Allied Vision;AV GOLDEYE G-033 SWIR TECLESS C-MOUNT;640;512;0,3;SWIR;null;InGaAs;15;15,8;null;"1""";301;C-mount;Global shutter/Prog scan;null;null;POE;null;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-goldeye-g-033-swir-tecless-c-mount/;18500
Allied Vision;AV GS1380;1360;1024;1,4;Monochrome;Mono8;CCD;6,45;null;null;null;30;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs1380/;2350
Allied Vision;AV GS1380-P;1360;1024;1,4;Monochrome;Mono8;CCD;6,45;null;null;null;30;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs1380-p/;2350
Allied Vision;AV GS1380C;1360;1024;1,4;Colour;RGB;CCD;6,45;null;null;null;30;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs1380c/;2350
Allied Vision;AV GS1380C-P;1360;1024;1,4;Colour;RGB;CCD;6,45;null;null;null;30;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs1380c-p/;2350
Allied Vision;AV GS2450;2448;2050;5;Monochrome;Mono8;CCD;3,45;null;null;null;15,1;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs2450/;2680
Allied Vision;AV GS2450C;4896;3264;16;Colour;Mono8;null;5,5;null;null;null;7,5;null;Global shutter/Prog scan;null;null;null;GigE Vision;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs2450c/;2680
Allied Vision;AV GS650;659;494;0,3;Monochrome;Mono8;CCD;7,4;null;null;null;120;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs650/;790
Allied Vision;AV GS650-P;659;494;0,3;Monochrome;Mono8;CCD;7,4;null;null;null;120;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs650-p/;790
Allied Vision;AV GS650C;659;494;0,3;Colour;RGB;CCD;7,4;null;null;null;120;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs650c/;790
Allied Vision;AV GS650C-P;659;494;0,3;Colour;RGB;CCD;7,4;null;null;null;120;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs650c-p/;790
Allied Vision;AV GS660;659;494;0,3;Monochrome;Mono8;CCD;5,6;null;null;null;119;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs660/;760
Allied Vision;AV GS660C;659;494;0,3;Colour;RGB;CCD;5,6;null;null;null;119;C-mount;Global shutter/Prog scan;null;null;null;null;null;null;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gs660c/;760
Allied Vision;AV GT1290;1280;960;1,2;Monochrome;Mono8;CCD;3,75;6;ICX445;"1/3""";33;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1290/;830
Allied Vision;AV GT1290C;1280;960;1,2;Colour;RGB;CCD;3,75;6;ICX445;"1/3""";33;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1290c/;830
Allied Vision;AV GT1380;1360;1024;1,4;Monochrome;Mono8;CCD;6,45;11;ICX285;"2/3""";30;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1380/;2080
Allied Vision;AV GT1380C;1360;1024;1,4;Colour;RGB;CCD;6,45;11;ICX285;"2/3""";30;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1380c/;2080
Allied Vision;AV GT1600;1620;1220;2;Monochrome;Mono8;CCD;4,4;8,9;ICX274;"1/1.8""";25;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1600/;1390
Allied Vision;AV GT1600C;1620;1220;2;Colour;RGB;CCD;4,4;8,9;ICX274;"1/1.8""";25;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1600c/;1390
Allied Vision;AV GT1660;1600;1200;1,9;Monochrome;Mono8;CCD;5,5;11;KAI-02050;"2/3""";62;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1660/;Auf Anfrage
Allied Vision;AV GT1910;1920;1080;2,1;Monochrome;Mono8;CCD;5,5;12,1;KAI-02150;"2/3""";57;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1910/;Auf Anfrage
Allied Vision;AV GT1910C;1920;1080;2,1;Colour;RGB;CCD;5,5;12,1;KAI-02150;"2/3""";57;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1910c/;Auf Anfrage
Allied Vision;AV GT1920;1936;1456;2,8;Monochrome;Mono8;CCD;4,54;11;ICX674;"2/3""";40;C-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1920/;2500
Allied Vision;AV GT1920C;1936;1456;2,8;Colour;RGB;CCD;4,54;11;ICX674;"2/3""";40;C-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt1920c/;2500
Allied Vision;AV GT1930;1936;1216;2,4;Monochrome;Mono8;CMOS;5,86;13,4;IMX174;"1/1.2""";50,7;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt1930/;1490
Allied Vision;AV GT1930C;1936;1216;2,4;Colour;RGB;CMOS;5,86;13,4;IMX174;"1/1.2""";50,7;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt1930c/;1490
Allied Vision;AV GT1930L EF;1936;1216;2,4;Monochrome;Mono8;CMOS;5,86;13,4;IMX174;"1/1.2""";50,7;EF-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Large format;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt1930l-ef/;2270
Allied Vision;AV GT1930LC EF;1936;1216;2,4;Colour;RGB;CMOS;5,86;13,4;IMX174;"1/1.2""";50,7;EF-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Large format;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt1930lc-ef/;2270
Allied Vision;AV GT2000;2048;1088;2,2;Monochrome;Mono8;CMOS;5,5;12,7;CMV2000;"2/3""";53;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2000/;1450
Allied Vision;AV GT2000 NIR;2048;1088;2,2;Monochrome;Mono8;CMOS;5,5;12,7;CMV2000;"2/3""";53;C-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2000-nir/;1550
Allied Vision;AV GT2000C;2048;1088;2,2;Colour;RGB;CMOS;5,5;12,7;CMV2000;"2/3""";53;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2000c/;1450
Allied Vision;AV GT2050;2048;2048;4,2;Monochrome;Mono8;CMOS;5,5;15,9;CMV4000;"1""";28;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2050/;2190
Allied Vision;AV GT2050 NIR;2048;2048;4,2;Monochrome;Mono8;CMOS;5,5;15,9;CMV4000;"1""";28;C-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2050-nir/;2290
Allied Vision;AV GT2050C;2048;2048;4,2;Colour;RGB;CMOS;5,5;15,9;CMV4000;"1""";28;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2050c/;#NV
Allied Vision;AV GT2300;2336;1752;4,1;Monochrome;Mono8;CCD;5,5;16,111111;KAI-04050;"1""";29;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2300/;#NV
Allied Vision;AV GT2300C;2336;1752;4,1;Colour;RGB;CCD;5,5;16,111111;KAI-04050;"1""";29;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2300c/;#NV
Allied Vision;AV GT2450;2448;2050;5;Monochrome;Mono8;CCD;3,45;11;ICX625;"2/3""";15;C-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2450/;#NV
Allied Vision;AV GT2450C;2448;2050;5;Colour;RGB;CCD;3,45;11;ICX625;"2/3""";15;C-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2450c/;#NV
Allied Vision;AV GT2460;2464;2056;5,1;Monochrome;Mono8;CMOS;3,45;11,1;IMX264;"2/3""";23,7;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt2460/;#NV
Allied Vision;AV GT2460C;2464;2056;5,1;Colour;RGB;CMOS;3,45;11,1;IMX264;"2/3""";23,7;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt2460c/;#NV
Allied Vision;AV GT2750;2750;2200;6,1;Monochrome;Mono8;CCD;4,54;16;ICX694;"1""";19;C-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2750/;#NV
Allied Vision;AV GT2750C;2750;2200;6,1;Colour;RGB;CCD;4,54;16;ICX694;"1""";19;C-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt2750c/;#NV
Allied Vision;AV GT3300;3296;2472;8,1;Monochrome;Mono8;CCD;5,5;22,7;KAI-08050;"4/3""";14;F-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt3300/;#NV
Allied Vision;AV GT3400;3384;2704;9,2;Monochrome;Mono8;CCD;3,69;16;ICX814;"1""";13;C-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt3400/;#NV
Allied Vision;AV GT3400C;3384;2704;9,2;Colour;RGB;CCD;3,69;16;ICX814;"1""";13;C-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Standard;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/avt-gt3400c/;3990
Allied Vision;AV GT4090;4096;3072;12,6;Monochrome;Mono8;CMOS;4,5;23;Python 12K;"4/3""";9,6;F-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Large format;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt4090/;3990
Allied Vision;AV GT4090 NIR;4096;3072;12,6;Monochrome;Mono8;CMOS;4,5;23;Python 12K;"4/3""";9,6;F-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Large format;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt4090-nir/;4450
Allied Vision;AV GT4096;4096;4096;16,8;Monochrome;Mono8;CMOS;4,5;26,1;Python 16K;APS-H;7,2;F-mount;Global shutter/Prog scan;null;null;POE;GigE Vision;Single sensor;Large format;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt4096/;4290
Allied Vision;AV GT4096 NIR;4096;4096;16,8;Monochrome;Mono8;CMOS;4,5;26,1;Python 16K;APS-H;7,2;F-mount;Global shutter/Prog scan;null;null;POE;POE;Single sensor;Large format;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt4096-nir/;4770
Allied Vision;AV GT4400;39754;4436;176,3;Monochrome;Mono8;CMOS;3,45;21,6;IMX367;"4/3""";6,1;F-mount;Global shutter;null;null;POE;null;Single sensor;Large format;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-gt4400/;4602
