Hersteller;Name;Horizontale Aufl (Px);Vertikale Aufl (Px);Auflösung;Spektrale Empfindlichkeit;Ausgabeformate;Sensortyp;Pixelgröße (µm);Sensorgröße (mm);Sensormodel;Sensorformat;Bildfrequenz (Hz);Objektivanschluss;Shuttertyp;Dynamic Range [dB];S/N-ratio [dB];Schnittstellenkonfiguration;Schnittstelle;Sensorkonfiguration;Gehäusetyp;web-scraper-start-url;Link-href;Listenpreis [€]
Allied Vision;AV ALVIUM 1500C-050C-BB;800;600;0,5;Colour;YUV422;CMOS;4,8;4,8;Python 480;"1/3.6""";116;None;Rolling shutter;null;null;null;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-050c-bb/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-050C-OH-C;800;600;0,5;Colour;YUV422;CMOS;4,8;4,8;Python 480;"1/3.6""";116;C-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-050c-oh-c/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-050C-OH-CS;800;600;0,5;Colour;YUV422;CMOS;4,8;4,8;Python 480;"1/3.6""";116;CS-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-050c-oh-cs/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-050C-OH-S;800;600;0,5;Colour;YUV422;CMOS;4,8;4,8;Python 480;"1/3.6""";116;S-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-050c-oh-s/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-050M-BB;800;600;0,5;Monochrome;RAW8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;None;Rolling shutter;null;null;null;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-050m-bb/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-050M-OH-C;800;600;0,5;Monochrome;RAW8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;C-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-050m-oh-c/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-050M-OH-CS;800;600;0,5;Monochrome;RAW8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;CS-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-050m-oh-cs/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-050M-OH-S;800;600;0,5;Monochrome;RAW8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;S-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-050m-oh-s/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-120C-BB;1280;960;1,2;Colour;YUV422;CMOS;3,75;6;AR0135CS;"1/3""";50;None;Rolling shutter;null;null;null;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-120c-bb/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-120C-OH-C;1280;960;1,2;Colour;YUV422;CMOS;3,75;6;AR0135CS;"1/3""";50;C-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-120c-oh-c/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-120C-OH-CS;1280;960;1,2;Colour;YUV422;CMOS;3,75;6;AR0135CS;"1/3""";50;CS-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-120c-oh-cs/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-120C-OH-S;1280;960;1,2;Colour;YUV422;CMOS;3,75;6;AR0135CS;"1/3""";50;S-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-120c-oh-s/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-120M-BB;1280;960;1,2;Monochrome;RAW8;CMOS;3,75;6;AR0135CS;"1/3""";50;None;Rolling shutter;null;null;null;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-120m-bb/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-120M-OH-C;1280;960;1,2;Monochrome;RAW8;CMOS;3,75;6;AR0135CS;"1/3""";50;C-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-120m-oh-c/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-120M-OH-CS;1280;960;1,2;Monochrome;RAW8;CMOS;3,75;6;AR0135CS;"1/3""";50;CS-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-120m-oh-cs/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-120M-OH-S;1280;960;1,2;Monochrome;RAW8;CMOS;3,75;6;AR0135CS;"1/3""";50;S-mount;Global shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-120m-oh-s/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-500C-BB;2592;1944;5;Colour;YUV422;CMOS;2,2;7,1;AR0521;"1/2.5""";67;None;Rolling shutter;null;null;null;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-500c-bb/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-500C-OH-C;2592;1944;5;Colour;YUV422;CMOS;2,2;7,1;AR0521;"1/2.5""";67;C-mount;Rolling shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-500c-oh-c/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-500C-OH-CS;2592;1944;5;Colour;YUV422;CMOS;2,2;7,1;AR0521;"1/2.5""";67;CS-mount;Rolling shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-500c-oh-cs/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-500C-OH-S;2592;1944;5;Colour;YUV422;CMOS;2,2;7,1;AR0521;"1/2.5""";67;S-mount;Rolling shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-500c-oh-s/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-500M-BB;2592;1944;5;Monochrome;RAW8;CMOS;2,2;7,1;AR0521;"1/2.5""";67;None;Rolling shutter;null;null;null;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-500m-bb/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-500M-OH-C;2592;1944;5;Monochrome;RAW8;CMOS;2,2;7,1;AR0521;"1/2.5""";67;C-mount;Rolling shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-500m-oh-c/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-500M-OH-CS;2592;1944;5;Monochrome;RAW8;CMOS;2,2;7,1;AR0521;"1/2.5""";67;CS-mount;Rolling shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-500m-oh-cs/;Auf Anfrage
Allied Vision;AV ALVIUM 1500C-500M-OH-S;2592;1944;5;Monochrome;RAW8;CMOS;2,2;7,1;AR0521;"1/2.5""";67;S-mount;Rolling shutter;null;null;null;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1500c-500m-oh-s/;Auf Anfrage
Allied Vision;AV ALVIUM 1800U-050C-BB;800;600;0,5;Colour;BGR8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;None;Global shutter;null;null;USB3 Vision;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050c-bb/;199
Allied Vision;AV ALVIUM 1800U-050C-CH-C;800;600;0,5;Colour;BGR8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;C-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050c-ch-c/;229
Allied Vision;AV ALVIUM 1800U-050C-CH-CS;800;600;0,5;Colour;BGR8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;CS-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050c-ch-cs/;229
Allied Vision;AV ALVIUM 1800U-050C-CH-S;800;600;0,5;Colour;BGR8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;S-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050c-ch-s/;244
Allied Vision;AV ALVIUM 1800U-050C-OH-C;800;600;0,5;Colour;BGR8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;C-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050c-oh-c/;229
Allied Vision;AV ALVIUM 1800U-050C-OH-CS;800;600;0,5;Colour;BGR8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;CS-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050c-oh-cs/;229
Allied Vision;AV ALVIUM 1800U-050C-OH-S;800;600;0,5;Colour;BGR8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;S-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050c-oh-s/;229
Allied Vision;AV ALVIUM 1800U-050M-BB;800;600;0,5;Monochrome;Mono8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;None;Global shutter;null;null;USB3 Vision;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050m-bb/;189
Allied Vision;AV ALVIUM 1800U-050M-CH-C;800;600;0,5;Monochrome;Mono8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;C-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050m-ch-c/;219
Allied Vision;AV ALVIUM 1800U-050M-CH-CS;800;600;0,5;Monochrome;Mono8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;CS-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050m-ch-cs/;219
Allied Vision;AV ALVIUM 1800U-050M-CH-S;800;600;0,5;Monochrome;Mono8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;S-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050m-ch-s/;219
Allied Vision;AV ALVIUM 1800U-050M-OH-C;800;600;0,5;Monochrome;Mono8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;C-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050m-oh-c/;219
Allied Vision;AV ALVIUM 1800U-050M-OH-CS;800;600;0,5;Monochrome;Mono8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;CS-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050m-oh-cs/;219
Allied Vision;AV ALVIUM 1800U-050M-OH-S;800;600;0,5;Monochrome;Mono8;CMOS;4,8;4,8;Python 480;"1/3.6""";116;S-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-050m-oh-s/;219
Allied Vision;AV ALVIUM 1800U-120C-BB;1280;960;1,2;Colour;BGR8;CMOS;3,75;6;AR0135CS;"1/3""";50;None;Global shutter;null;null;USB3 Vision;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120c-bb/;239
Allied Vision;AV ALVIUM 1800U-120C-CH-C;1280;960;1,2;Colour;BGR8;CMOS;3,75;6;AR0135CS;"1/3""";50;C-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120c-ch-c/;269
Allied Vision;AV ALVIUM 1800U-120C-CH-CS;1280;960;1,2;Colour;BGR8;CMOS;3,75;6;AR0135CS;"1/3""";50;CS-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120c-ch-cs/;269
Allied Vision;AV ALVIUM 1800U-120C-CH-S;1280;960;1,2;Colour;BGR8;CMOS;3,75;6;AR0135CS;"1/3""";50;S-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120c-ch-s/;269
Allied Vision;AV ALVIUM 1800U-120C-OH-C;1280;960;1,2;Colour;BGR8;CMOS;3,75;6;AR0135CS;"1/3""";50;C-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120c-oh-c/;269
Allied Vision;AV ALVIUM 1800U-120C-OH-CS;1280;960;1,2;Colour;BGR8;CMOS;3,75;6;AR0135CS;"1/3""";50;CS-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120c-oh-cs/;269
Allied Vision;AV ALVIUM 1800U-120C-OH-S;1280;960;1,2;Colour;BGR8;CMOS;3,75;6;AR0135CS;"1/3""";50;S-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120c-oh-s/;269
Allied Vision;AV ALVIUM 1800U-120M-BB;1280;960;1,2;Monochrome;Mono8;CMOS;3,75;6;AR0135CS;"1/3""";50;None;Global shutter;null;null;USB3 Vision;null;Single sensor;Bare Board;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120m-bb/;229
Allied Vision;AV ALVIUM 1800U-120M-CH-C;1280;960;1,2;Monochrome;Mono8;CMOS;3,75;6;AR0135CS;"1/3""";50;C-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120m-ch-c/;259
Allied Vision;AV ALVIUM 1800U-120M-CH-CS;1280;960;1,2;Monochrome;Mono8;CMOS;3,75;6;AR0135CS;"1/3""";50;CS-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120m-ch-cs/;259
Allied Vision;AV ALVIUM 1800U-120M-CH-S;1280;960;1,2;Monochrome;Mono8;CMOS;3,75;6;AR0135CS;"1/3""";50;S-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Closed Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120m-ch-s/;259
Allied Vision;AV ALVIUM 1800U-120M-OH-C;1280;960;1,2;Monochrome;Mono8;CMOS;3,75;6;AR0135CS;"1/3""";50;C-mount;Global shutter;null;null;USB3 Vision;null;Single sensor;Open Housing;https://www.stemmer-imaging.com/de-de/produkte/kategorie/flaechenkameras/?q=&a_megapixel_0=&a_megapixel_1=&a_frame-rate_0=&a_frame-rate_1=&a_interface=&a_lens-mount=&sort=name&view_mode=products_table&table_sort=;https://www.stemmer-imaging.com/de-de/produkte/av-alvium-1800u-120m-oh-c/;259
